Cruise	Station	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Sea pressure [decibar]	QV:ARGO	Practical salinity [psu]	QV:ARGO	Sea temperature [degree_Celsius]	QV:ARGO
					156	1	35.782	1	13.085	1
					888	1	35.917	1	10.917	1
					235	1	35.732	1	12.475	1
					1814	1	35.154	1	4.7	1
					46	1	35.806	1	14.685	1
					1613	1	35.358	1	6.04	1
					1113	1	36.059	1	10.646	1
					325	1	35.685	1	11.994	1
					9	1	35.807	1	14.679	1
					1563	1	35.442	1	6.561	1
					146	1	35.788	1	13.363	1
					205	1	35.746	1	12.647	1
					613	1	35.609	1	11.059	1
					75	1	35.806	1	14.693	1
					1763	1	35.197	1	4.999	1
					485	1	35.64	1	11.579	1
					435	1	35.656	1	11.716	1
					1288	1	35.92	1	9.436	1
					355	1	35.678	1	11.913	1
					689	1	35.646	1	10.857	1
					1363	1	35.831	1	8.864	1
					475	1	35.643	1	11.61	1
					1688	1	35.284	1	5.568	1
					376	1	35.674	1	11.867	1
					266	1	35.709	1	12.267	1
6901621	42661107	2016-01-01T19:33:00Z	-12.141	43.551	1788	1	35.005	1	4.303	1
					213	1	35.582	1	11.888	1
					1263	1	35.595	1	8.208	1
					763	1	35.625	1	10.401	1
					663	1	35.617	1	10.772	1
					1613	1	35.128	1	5.189	1
					135	1	35.615	1	12.355	1
					1913	1	34.969	1	3.972	1
					25	1	35.598	1	14.028	1
					20	1	35.598	1	14.027	1
					1838	1	34.995	1	4.198	1
					288	1	35.573	1	11.691	1
					813	1	35.731	1	10.54	1
					937	1	35.862	1	10.362	1
					1463	1	35.232	1	5.929	1
					1313	1	35.52	1	7.744	1
					713	1	35.618	1	10.527	1
					125	1	35.612	1	12.401	1
					264	1	35.573	1	11.731	1
					1188	1	35.673	1	8.721	1
					55	1	35.598	1	14.03	1
					1063	1	35.809	1	9.742	1
					1389	1	35.344	1	6.68	1
					413	1	35.541	1	11.343	1
					1413	1	35.3	1	6.403	1
					1663	1	35.057	1	4.721	1
					538	1	35.541	1	10.982	1
					988	1	35.841	1	10.151	1
					195	1	35.588	1	11.955	1
					312	1	35.566	1	11.621	1
					1088	1	35.786	1	9.556	1
					116	1	35.618	1	12.744	1
					1488	1	35.228	1	5.879	1
					86	1	35.598	1	14.036	1
					1713	1	35.024	1	4.494	1
					838	1	35.772	1	10.574	1
					7	1	35.598	1	14.024	1
					363	1	35.553	1	11.472	1
					912	1	35.852	1	10.455	1
					1139	1	35.727	1	9.103	1
					1338	1	35.472	1	7.463	1
					1238	1	35.622	1	8.387	1
					589	1	35.542	1	10.766	1
					388	1	35.547	1	11.41	1
					1938	1	34.961	1	3.9	1
					105	1	35.599	1	13.819	1
					788	1	35.66	1	10.411	1
					1438	1	35.27	1	6.172	1
					438	1	35.535	1	11.277	1
					513	1	35.534	1	11.048	1
					1538	1	35.174	1	5.53	1
					337	1	35.559	1	11.547	1
					1888	1	34.974	1	4.028	1
					185	1	35.592	1	11.994	1
					66	1	35.599	1	14.032	1
					175	1	35.6	1	12.071	1
					1738	1	35.014	1	4.404	1
					1588	1	35.137	1	5.262	1
					1638	1	35.088	1	4.928	1
					1163	1	35.695	1	8.881	1
					1988	1	34.95	1	3.792	1
					1038	1	35.822	1	9.88	1
					6	1	35.598	1	14.023	1
					738	1	35.615	1	10.444	1
					1213	1	35.666	1	8.648	1
					638	1	35.578	1	10.742	1
					563	1	35.56	1	10.932	1
					463	1	35.534	1	11.218	1
					1863	1	34.988	1	4.133	1
					1763	1	35.011	1	4.36	1
					166	1	35.604	1	12.142	1
					96	1	35.597	1	14.022	1
					10	1	35.598	1	14.023	1
					13	1	35.598	1	14.018	1
					12	1	35.598	1	14.021	1
					15	1	35.598	1	14.021	1
					14	1	35.598	1	14.02	1
					962	1	35.858	1	10.299	1
					16	1	35.599	1	14.024	1
					19	1	35.598	1	14.026	1
					18	1	35.598	1	14.026	1
					863	1	35.799	1	10.499	1
					17	1	35.598	1	14.024	1
					1513	1	35.208	1	5.745	1
					156	1	35.608	1	12.225	1
					888	1	35.834	1	10.488	1
					238	1	35.577	1	11.802	1
					35	1	35.598	1	14.026	1
					1813	1	35	1	4.256	1
					46	1	35.598	1	14.027	1
					1013	1	35.815	1	9.923	1
					1963	1	34.958	1	3.864	1
					1113	1	35.752	1	9.304	1
					9	1	35.598	1	14.022	1
					1564	1	35.168	1	5.465	1
					688	1	35.623	1	10.67	1
					146	1	35.613	1	12.298	1
					612	1	35.553	1	10.731	1
					76	1	35.598	1	14.033	1
					488	1	35.529	1	11.119	1
					1288	1	35.57	1	8.048	1
					1363	1	35.413	1	7.094	1
					1688	1	35.033	1	4.571	1
					2009	1	34.953	1	3.782	1
6901914	42662738	2016-01-02T05:01:43Z	-11.337	35.164	1788	1	35.259	1	5.26	1
					213	1	35.857	1	13.543	1
					1263	1	35.951	1	9.482	1
					763	1	35.692	1	10.606	1
					662	1	35.638	1	10.909	1
					136	1	36.055	1	14.771	1
					25	1	36.421	1	18.485	1
					1838	1	35.239	1	5.127	1
					288	1	35.781	1	13.002	1
					938	1	35.952	1	10.774	1
					4	1	36.421	1	18.484	1
					8	1	36.422	1	18.482	1
					813	1	35.705	1	10.438	1
					1463	1	35.665	1	7.714	1
					1313	1	35.88	1	9.032	1
					714	1	35.678	1	10.783	1
					263	1	35.803	1	13.182	1
					126	1	36.07	1	14.914	1
					55	1	36.416	1	18.474	1
					1063	1	35.984	1	10.325	1
					1388	1	35.783	1	8.45	1
					413	1	35.678	1	12.186	1
					1413	1	35.723	1	8.128	1
					1663	1	35.384	1	6.046	1
					538	1	35.609	1	11.449	1
					988	1	35.968	1	10.523	1
					196	1	35.914	1	13.861	1
					314	1	35.754	1	12.795	1
					116	1	36.089	1	15.162	1
					1488	1	35.641	1	7.577	1
					85	1	36.151	1	15.994	1
					1713	1	35.339	1	5.769	1
					838	1	35.776	1	10.55	1
					3	1	36.421	1	18.483	1
					7	1	36.422	1	18.483	1
					363	1	35.709	1	12.469	1
					913	1	35.933	1	10.82	1
					1013	1	35.965	1	10.4	1
					1138	1	35.983	1	10.036	1
					1338	1	35.854	1	8.861	1
					1238	1	35.986	1	9.703	1
					588	1	35.612	1	11.241	1
					388	1	35.693	1	12.329	1
					1938	1	35.203	1	4.849	1
					106	1	36.09	1	15.234	1
					788	1	35.71	1	10.591	1
					1438	1	35.682	1	7.852	1
					438	1	35.666	1	12.059	1
					513	1	35.614	1	11.568	1
					1538	1	35.577	1	7.206	1
					338	1	35.722	1	12.581	1
					1888	1	35.223	1	4.994	1
					185	1	35.972	1	14.121	1
					65	1	36.373	1	18.198	1
					175	1	36.014	1	14.325	1
					1738	1	35.303	1	5.539	1
					1588	1	35.498	1	6.737	1
					1638	1	35.436	1	6.365	1
					1163	1	36.023	1	10.101	1
					1988	1	35.168	1	4.602	1
					2	1	36.423	1	18.479	1
					6	1	36.421	1	18.483	1
					738	1	35.673	1	10.638	1
					1213	1	36.008	1	9.856	1
					639	1	35.627	1	11.025	1
					563	1	35.618	1	11.371	1
					463	1	35.653	1	11.931	1
					1863	1	35.226	1	5.038	1
					1763	1	35.273	1	5.348	1
					165	1	36.028	1	14.404	1
					1913	1	35.218	1	4.952	1
					1088	1	35.96	1	10.128	1
					95	1	36.101	1	15.537	1
					10	1	36.422	1	18.483	1
					15	1	36.421	1	18.483	1
					1188	1	36.009	1	9.936	1
					963	1	35.961	1	10.653	1
					1039	1	35.964	1	10.31	1
					863	1	35.829	1	10.643	1
					2007	1	35.167	1	4.593	1
					1513	1	35.609	1	7.386	1
					156	1	36.032	1	14.476	1
					888	1	35.909	1	10.83	1
					238	1	35.828	1	13.35	1
					35	1	36.42	1	18.484	1
					1813	1	35.253	1	5.221	1
					45	1	36.421	1	18.487	1
					1613	1	35.468	1	6.557	1
					1963	1	35.183	1	4.712	1
					1	1	36.422	1	18.479	1
					1113	1	35.964	1	10.061	1
					5	1	36.421	1	18.484	1
					9	1	36.421	1	18.483	1
					1564	1	35.532	1	6.943	1
					688	1	35.672	1	10.907	1
					146	1	36.042	1	14.607	1
					613	1	35.614	1	11.134	1
					75	1	36.221	1	16.848	1
					488	1	35.631	1	11.749	1
					1288	1	35.923	1	9.301	1
					1363	1	35.826	1	8.694	1
					1688	1	35.365	1	5.927	1
6900379	42668565	2016-01-03T19:59:55Z	-9.651	41.285	119.9	1	35.941	1	14.162	1
					600.2	1	35.64	1	11.357	1
					55.2	1	35.847	1	15.612	1
					34.6	1	35.847	1	15.609	1
					349.5	1	35.64	1	11.976	1
					179.9	1	35.816	1	13.181	1
					900.4	1	36.045	1	11.35	1
					104.5	1	35.942	1	14.549	1
					79.6	1	35.86	1	15.574	1
					4.5	1	35.847	1	15.6	1
					825.3	1	36.018	1	11.61	1
					450.3	1	35.633	1	11.731	1
					94.9	1	35.927	1	14.965	1
					20.5	1	35.847	1	15.606	1
					5.6	1	35.847	1	15.601	1
					249.4	1	35.719	1	12.545	1
					75.5	1	35.856	1	15.589	1
					160.3	1	35.863	1	13.469	1
					47.8	1	35.847	1	15.611	1
					325.3	1	35.663	1	12.13	1
					400	1	35.637	1	11.842	1
					98.9	1	35.939	1	14.627	1
					674.7	1	35.773	1	11.432	1
					200	1	35.79	1	13.015	1
					70.5	1	35.849	1	15.606	1
					140	1	35.898	1	13.705	1
					375.4	1	35.631	1	11.868	1
					40.3	1	35.847	1	15.61	1
					43.9	1	35.847	1	15.611	1
					29.8	1	35.846	1	15.609	1
					549.3	1	35.621	1	11.472	1
					225	1	35.758	1	12.801	1
					300.3	1	35.689	1	12.303	1
					85.1	1	35.875	1	15.516	1
					10.4	1	35.847	1	15.604	1
					25.3	1	35.847	1	15.607	1
					109.9	1	35.945	1	14.359	1
					89.8	1	35.901	1	15.346	1
					130.3	1	35.919	1	13.898	1
					14.8	1	35.847	1	15.605	1
					65.5	1	35.849	1	15.608	1
					274.6	1	35.708	1	12.443	1
					999.5	1	35.999	1	10.84	1
					500.3	1	35.637	1	11.669	1
					750.1	1	35.955	1	11.666	1
					60.3	1	35.848	1	15.611	1
6900322	42668564	2016-01-04T07:43:42Z	-11.894	39.914	80.7	1	35.857	1	15.315	1
					179.5	1	35.735	1	12.886	1
					55.1	1	35.818	1	15.839	1
					35.4	1	35.806	1	15.809	1
					119.8	1	35.756	1	13.264	1
					599.8	1	35.834	1	11.669	1
					275	1	35.661	1	12.228	1
					300.1	1	35.647	1	12.089	1
					105.3	1	35.806	1	13.646	1
					159.4	1	35.727	1	12.946	1
					50.3	1	35.821	1	15.843	1
					1000.5	1	36.155	1	11.304	1
					325.2	1	35.648	1	12.019	1
					10.2	1	35.806	1	15.803	1
					20.4	1	35.806	1	15.806	1
					74.6	1	35.837	1	15.884	1
					400.5	1	35.667	1	11.882	1
					95.1	1	35.846	1	13.963	1
					249.6	1	35.677	1	12.387	1
					40	1	35.807	1	15.81	1
					350.3	1	35.665	1	12.024	1
					5	1	35.806	1	15.803	1
					550.1	1	35.739	1	11.62	1
					200	1	35.738	1	12.767	1
					1197.4	1	36.158	1	10.776	1
					140	1	35.722	1	13.047	1
					45.1	1	35.821	1	15.843	1
					375.3	1	35.667	1	11.96	1
					129.7	1	35.744	1	13.202	1
					29.9	1	35.808	1	15.812	1
					70	1	35.837	1	15.881	1
					90	1	35.855	1	14.125	1
					225	1	35.715	1	12.631	1
					85.2	1	35.84	1	14.345	1
					100.4	1	35.835	1	13.88	1
					25.1	1	35.806	1	15.807	1
					900.2	1	36.124	1	11.514	1
					15	1	35.805	1	15.804	1
					675.3	1	35.939	1	11.688	1
					65.4	1	35.83	1	15.866	1
					110.3	1	35.778	1	13.447	1
					447.9	1	35.616	1	11.531	1
					1100	1	36.203	1	11.179	1
					825	1	36.105	1	11.739	1
					750.5	1	36.04	1	11.745	1
					60.1	1	35.825	1	15.854	1
					500.1	1	35.666	1	11.561	1
5903388	42669308	2016-01-04T23:33:30Z	-9.804	47.711	1.2	1			12.704	1
					-.1	3			12.692	1
					2	1			12.705	1
					6.1	1			12.705	1
					.1	1			12.697	1
					.2	4			12.691	3
					18.5	1			12.706	1
					9.2	1			12.707	1
					.7	1			12.702	1
6902571	42650182	2016-01-01T05:08:32Z	-7.796	44.744	349.9	1	35.615	1	11.603	1
					179.5	1	35.66	1	12.212	1
					198.5	1	35.639	1	12.013	1
					90.1	1	35.642	1	14.245	1
					1450	1	35.276	1	6.199	1
					34.5	1	35.643	1	14.237	1
					1400.4	1	35.381	1	6.812	1
					339.7	1	35.612	1	11.606	1
					749.8	1	35.655	1	10.843	1
					220.3	1	35.633	1	11.917	1
					279.7	1	35.625	1	11.755	1
					140.5	1	35.752	1	12.905	1
					900.4	1	35.713	1	10.259	1
					50.5	1	35.643	1	14.242	1
					250.3	1	35.631	1	11.841	1
					1700.4	1	35.129	1	5.068	1
					599.5	1	35.591	1	11.113	1
					525.3	1	35.595	1	11.295	1
					79.5	1	35.643	1	14.245	1
					1500.1	1	35.168	1	5.535	1
					549.6	1	35.595	1	11.247	1
					10.3	1	35.643	1	14.224	1
					650.5	1	35.598	1	10.992	1
					400.1	1	35.606	1	11.488	1
					850.3	1	35.673	1	10.329	1
					450	1	35.598	1	11.407	1
					575.2	1	35.587	1	11.174	1
					260.2	1	35.63	1	11.813	1
					189.9	1	35.638	1	12.013	1
					425.4	1	35.604	1	11.459	1
					320	1	35.615	1	11.643	1
					240.2	1	35.633	1	11.861	1
					949.7	1	35.747	1	10.183	1
					1650.3	1	35.154	1	5.274	1
					330.1	1	35.614	1	11.627	1
					1300.5	1	35.692	1	8.629	1
					1250.1	1	35.714	1	8.857	1
					309.7	1	35.618	1	11.661	1
					1750	1	35.112	1	4.914	1
					1599.4	1	35.148	1	5.298	1
					1899.3	1	35.046	1	4.363	1
					270.3	1	35.627	1	11.768	1
					45.2	1	35.643	1	14.239	1
					40.1	1	35.642	1	14.239	1
					1850.4	1	35.044	1	4.433	1
					20.2	1	35.642	1	14.237	1
					150.3	1	35.741	1	12.779	1
					229.9	1	35.633	1	11.891	1
					120	1	35.693	1	13.525	1
					209.9	1	35.637	1	11.973	1
					1199.7	1	35.739	1	9.113	1
					29.9	1	35.643	1	14.237	1
					625.3	1	35.595	1	11.039	1
					70	1	35.643	1	14.245	1
					2000.8	1	34.996	1	3.958	1
					100.3	1	35.643	1	14.243	1
					375.1	1	35.609	1	11.534	1
					300.3	1	35.619	1	11.688	1
					160	1	35.707	1	12.516	1
					170.4	1	35.678	1	12.338	1
					289.3	1	35.622	1	11.725	1
					475.2	1	35.6	1	11.394	1
					14.7	1	35.643	1	14.236	1
					800.4	1	35.649	1	10.497	1
					25.4	1	35.643	1	14.236	1
					675.3	1	35.606	1	10.919	1
					700.4	1	35.615	1	10.867	1
					1150.5	1	35.749	1	9.368	1
					1550.4	1	35.133	1	5.293	1
					130.1	1	35.725	1	13.309	1
					1099.6	1	35.801	1	9.738	1
					110.1	1	35.646	1	14.172	1
					1050.2	1	35.822	1	9.998	1
					6.4	1	35.643	1	14.224	1
					999.8	1	35.79	1	10.078	1
					1950.1	1	34.989	1	3.988	1
					499.6	1	35.595	1	11.335	1
					1800.2	1	35.093	1	4.778	1
					1350.2	1	35.477	1	7.434	1
					60.3	1	35.642	1	14.244	1
6901919	42666464	2016-01-04T10:01:35Z	-13.507	48.389	180.2	1	35.519	1	12.268	1
					199.5	1	35.584	1	11.792	1
					600.2	1	35.525	1	10.443	1
					35.4	1	35.516	1	12.28	1
					140.4	1	35.517	1	12.292	1
					900.1	1	35.48	1	8.833	1
					549.9	1	35.522	1	10.637	1
					39.9	1	35.516	1	12.281	1
					220.3	1	35.583	1	11.688	1
					450.1	1	35.549	1	11.024	1
					1250.4	1	35.133	1	5.718	1
					79.7	1	35.516	1	12.285	1
					1000.5	1	35.381	1	7.825	1
					10.3	1	35.517	1	12.265	1
					650.3	1	35.526	1	10.262	1
					109.9	1	35.515	1	12.293	1
					1800.4	1	34.927	1	3.82	1
					260.3	1	35.583	1	11.526	1
					749.8	1	35.559	1	10.01	1
					189.9	1	35.558	1	12.024	1
					160.3	1	35.516	1	12.299	1
					120.2	1	35.517	1	12.29	1
					240.5	1	35.583	1	11.595	1
					330.1	1	35.569	1	11.324	1
					169.8	1	35.519	1	12.274	1
					1400.1	1	34.996	1	4.683	1
					1500	1	34.964	1	4.392	1
					699.8	1	35.531	1	10.103	1
					69.9	1	35.516	1	12.286	1
					950.4	1	35.416	1	8.22	1
					1599.7	1	34.945	1	4.166	1
					150.1	1	35.516	1	12.298	1
					20.2	1	35.516	1	12.277	1
					1149.7	1	35.281	1	6.836	1
					1349.6	1	35.022	1	4.911	1
					279.8	1	35.577	1	11.457	1
					29.8	1	35.516	1	12.279	1
					100.2	1	35.516	1	12.288	1
					300.1	1	35.572	1	11.381	1
					129.9	1	35.517	1	12.291	1
					850.1	1	35.496	1	9.255	1
					25.6	1	35.516	1	12.279	1
					1899.8	1	34.929	1	3.708	1
					89.9	1	35.517	1	12.286	1
					15.7	1	35.517	1	12.271	1
					399.8	1	35.557	1	11.164	1
					1099.7	1	35.345	1	7.32	1
					1050.3	1	35.405	1	7.742	1
					1700.2	1	34.936	1	4.011	1
					499.9	1	35.536	1	10.833	1
					1199.9	1	35.215	1	6.369	1
					800	1	35.593	1	9.882	1
					360.2	1	35.564	1	11.241	1
					60.1	1	35.517	1	12.282	1
					1300.3	1	35.077	1	5.316	1
					49.8	1	35.516	1	12.282	1
